[0.0 <= x < 30.0; y_0= 58.0 + 0.0333x; interpolation
, 1860.0 <= x < 1890.0; y_62= -111.0 + 0.1x; interpolation
, 1890.0 <= x < 1920.0; y_63= 943.0 + -0.4667x; interpolation
, 1920.0 <= x < 1950.0; y_64= -1073.0 + 0.6x; interpolation
, 1950.0 <= x < 1980.0; y_65= 1295.0 + -0.6333x; interpolation
, 1980.0 <= x < 2010.0; y_66= -70.0 + 0.0667x; interpolation
, 2010.0 <= x < 2040.0; y_67= -928.0 + 0.5x; interpolation
, 2040.0 <= x < 2070.0; y_68= 77.0 + 0.0x; interpolation
, 2070.0 <= x < 2100.0; y_69= 1233.0 + -0.5667x; interpolation
, 2100.0 <= x < 2130.0; y_70= -1182.0 + 0.6x; interpolation
, 2130.0 <= x < 2160.0; y_71= 1338.0 + -0.6x; interpolation
, 2160.0 <= x < 2190.0; y_72= 60.0 + 0.0x; interpolation
, 2190.0 <= x < 2220.0; y_73= -1164.0 + 0.5667x; interpolation
, 2220.0 <= x < 2250.0; y_74= 223.0 + -0.0667x; interpolation
, 2250.0 <= x < 2280.0; y_75= 1185.0 + -0.5x; interpolation
, 2280.0 <= x < 2310.0; y_76= -15.0 + 0.0333x; interpolation
, 2310.0 <= x < 2340.0; y_77= -1079.0 + 0.5x; interpolation
, 2340.0 <= x < 2370.0; y_78= 1462.0 + -0.6x; interpolation
, 2370.0 <= x < 2400.0; y_79= -1424.0 + 0.6333x; interpolation
, 2400.0 <= x < 2430.0; y_80= 156.0 + -0.0333x; interpolation
, 2430.0 <= x < 2460.0; y_81= 1436.0 + -0.5667x; interpolation
, 2460.0 <= x < 2490.0; y_82= -22.0 + 0.0333x; interpolation
, 2490.0 <= x < 2520.0; y_83= -1252.0 + 0.5333x; interpolation
, 2520.0 <= x < 2550.0; y_84= 740.0 + -0.2667x; interpolation
, 2550.0 <= x < 2580.0; y_85= 656.0 + -0.2333x; interpolation
, 2580.0 <= x < 2610.0; y_86= 486.0 + -0.1667x; interpolation
, 2610.0 <= x < 2640.0; y_87= -1836.0 + 0.7333x; interpolation
, 2640.0 <= x < 2670.0; y_88= 774.0 + -0.2667x; interpolation
, 2670.0 <= x < 2700.0; y_89= 950.0 + -0.3333x; interpolation
, 2700.0 <= x < 2730.0; y_90= -118.0 + 0.0667x; interpolation
, 2730.0 <= x < 2760.0; y_91= -1198.0 + 0.4667x; interpolation
, 2760.0 <= x < 2790.0; y_92= 76.0 + 0.0x; interpolation
, 2790.0 <= x < 2820.0; y_93= 1548.0 + -0.5333x; interpolation
, 2820.0 <= x < 2850.0; y_94= 60.0 + 0.0x; interpolation
, 2850.0 <= x < 2880.0; y_95= -1726.0 + 0.6333x; interpolation
, 2880.0 <= x < 2910.0; y_96= 269.0 + -0.0667x; interpolation
, 2910.0 <= x < 2940.0; y_97= 1709.0 + -0.5667x; interpolation
, 2940.0 <= x < 2970.0; y_98= -328.0 + 0.1333x; interpolation
, 2970.0 <= x < 3000.0; y_99= -1308.0 + 0.4667x; interpolation
, 3000.0 <= x < 3030.0; y_100= 276.0 + -0.0667x; interpolation
, 3030.0 <= x < 3060.0; y_101= 1576.0 + -0.5x; interpolation
, 3060.0 <= x < 3090.0; y_102= -242.0 + 0.1x; interpolation
, 3090.0 <= x < 3120.0; y_103= -1466.0 + 0.5x; interpolation
, 3120.0 <= x < 3150.0; y_104= 594.0 + -0.1667x; interpolation
, 3150.0 <= x < 3180.0; y_105= 1530.0 + -0.4667x; interpolation
, 3180.0 <= x < 3210.0; y_106= -150.0 + 0.0667x; interpolation
, 3210.0 <= x < 3240.0; y_107= -1210.0 + 0.4x; interpolation
, 3240.0 <= x < 3270.0; y_108= -140.0 + 0.0667x; interpolation
, 3270.0 <= x < 3300.0; y_109= 1804.0 + -0.5333x; interpolation
, 3300.0 <= x < 3330.0; y_110= -158.0 + 0.0667x; interpolation
, 3330.0 <= x < 3360.0; y_111= 282.0 + -0.0667x; interpolation
, 3360.0 <= x < 3390.0; y_112= -273.0 + 0.1x; interpolation
, 3390.0 <= x < 3420.0; y_113= -1169.0 + 0.3667x; interpolation
, 3420.0 <= x < 3450.0; y_114= 74.0 + 0.0x; interpolation
, 3450.0 <= x < 3480.0; y_115= 1670.0 + -0.4667x; interpolation
, 3480.0 <= x < 3510.0; y_116= -285.0 + 0.1x; interpolation
, 3510.0 <= x < 3540.0; y_117= -1445.0 + 0.4333x; interpolation
, 3540.0 <= x < 3570.0; y_118= 661.0 + -0.1667x; interpolation
, 3570.0 <= x < 3600.0; y_119= 1369.0 + -0.3667x; interpolation
, 3600.0 <= x < 3630.0; y_120= -297.0 + 0.1x; interpolation
, 3630.0 <= x < 3660.0; y_121= -1617.0 + 0.4667x; interpolation
, 3660.0 <= x < 3690.0; y_122= 561.0 + -0.1333x; interpolation
, 3690.0 <= x < 3720.0; y_123= 1659.0 + -0.4333x; interpolation
, 3720.0 <= x < 3750.0; y_124= -309.0 + 0.1x; interpolation
, 3750.0 <= x < 3780.0; y_125= -1177.0 + 0.3333x; interpolation
, 3780.0 <= x < 3810.0; y_126= 698.0 + -0.1667x; interpolation
, 3810.0 <= x < 3840.0; y_127= 1328.0 + -0.3333x; interpolation
, 3840.0 <= x < 3870.0; y_128= -577.0 + 0.1667x; interpolation
, 3870.0 <= x < 3900.0; y_129= -1601.0 + 0.4333x; interpolation
, 3900.0 <= x < 3930.0; y_130= 334.0 + -0.0667x; interpolation
, 3930.0 <= x < 3960.0; y_131= 1764.0 + -0.4333x; interpolation
, 3960.0 <= x < 3990.0; y_132= -201.0 + 0.0667x; interpolation
, 3990.0 <= x < 4020.0; y_133= 4551.0 + -1.1333x; interpolation
, 4020.0 <= x < 4050.0; y_134= 561.0 + -0.1333x; interpolation
, 4050.0 <= x < 4080.0; y_135= -6005.0 + 1.5x; interpolation
, 4080.0 <= x < 4110.0; y_136= -335.0 + 0.1x; interpolation
, 4110.0 <= x < 4140.0; y_137= 1841.0 + -0.4333x; interpolation
, 4140.0 <= x < 4170.0; y_138= -1858.0 + 0.4667x; interpolation
, 4170.0 <= x < 4200.0; y_139= 2144.0 + -0.5x; interpolation
, 4200.0 <= x < 4230.0; y_140= -219.0 + 0.0667x; interpolation
, 4230.0 <= x < 4260.0; y_141= -2179.0 + 0.5333x; interpolation
, 4260.0 <= x < 4290.0; y_142= 500.0 + -0.1x; interpolation
, 4290.0 <= x < 4320.0; y_143= 2204.0 + -0.5x; interpolation
, 4320.0 <= x < 4350.0; y_144= -2229.0 + 0.5333x; interpolation
, 4350.0 <= x < 4380.0; y_145= -69.0 + 0.0333x; interpolation
, 4380.0 <= x < 4410.0; y_146= 1671.0 + -0.3667x; interpolation
, 4410.0 <= x < 4440.0; y_147= -1687.0 + 0.4x; interpolation
, 4440.0 <= x < 4470.0; y_148= 518.0 + -0.1x; interpolation
, 4470.0 <= x < 4500.0; y_149= 2294.0 + -0.5x; interpolation
, 4500.0 <= x < 4530.0; y_150= -90.0 + 0.0333x; interpolation
, 4530.0 <= x < 4560.0; y_151= -2340.0 + 0.5333x; interpolation
, 4560.0 <= x < 4590.0; y_152= 2492.0 + -0.5333x; interpolation
, 4590.0 <= x < 4620.0; y_153= -2524.0 + 0.5667x; interpolation
, 4620.0 <= x < 4650.0; y_154= 1454.0 + -0.3x; interpolation
, 4650.0 <= x < 4680.0; y_155= 2070.0 + -0.4333x; interpolation
, 4680.0 <= x < 4710.0; y_156= -1185.0 + 0.2667x; interpolation
, 4710.0 <= x < 4740.0; y_157= 843.0 + -0.1667x; interpolation
, 4740.0 <= x < 4770.0; y_158= -884.0 + 0.2x; interpolation
, 4770.0 <= x < 4800.0; y_159= -1674.0 + 0.3667x; interpolation
, 4800.0 <= x < 4830.0; y_160= 552.0 + -0.1x; interpolation
, 4830.0 <= x < 4860.0; y_161= 1832.0 + -0.3667x; interpolation
, 4860.0 <= x < 4890.0; y_162= -905.0 + 0.2x; interpolation
, 4890.0 <= x < 4920.0; y_163= -905.0 + 0.2x; interpolation
, 4920.0 <= x < 4950.0; y_164= 725.0 + -0.1333x; interpolation
, 4950.0 <= x < 4980.0; y_165= 1545.0 + -0.3x; interpolation
, 4980.0 <= x < 5010.0; y_166= -1095.0 + 0.2333x; interpolation
, 5010.0 <= x < 5040.0; y_167= -1427.0 + 0.3x; interpolation
, 5040.0 <= x < 5070.0; y_168= 1913.0 + -0.3667x; interpolation
, 5070.0 <= x < 5100.0; y_169= 737.0 + -0.1333x; interpolation
, 5100.0 <= x < 5130.0; y_170= -2474.0 + 0.5x; interpolation
, 5130.0 <= x < 5160.0; y_171= -94.0 + 0.0333x; interpolation
, 5160.0 <= x < 5190.0; y_172= 2984.0 + -0.5667x; interpolation
, 5190.0 <= x < 5220.0; y_173= 60.0 + 0.0x; interpolation
, 5220.0 <= x < 5250.0; y_174= -2535.0 + 0.5x; interpolation
, 5250.0 <= x < 5280.0; y_175= -273.0 + 0.0667x; interpolation
, 5280.0 <= x < 5310.0; y_176= 3052.0 + -0.5667x; interpolation
, 5310.0 <= x < 5340.0; y_177= -292.0 + 0.0667x; interpolation
, 5340.0 <= x < 5370.0; y_178= -2947.0 + 0.5667x; interpolation
, 5370.0 <= x < 5400.0; y_179= 435.0 + -0.0667x; interpolation
, 5400.0 <= x < 5430.0; y_180= 3478.0 + -0.6333x; interpolation
, 5430.0 <= x < 5460.0; y_181= -302.0 + 0.0667x; interpolation
, 5460.0 <= x < 5490.0; y_182= -2836.0 + 0.5333x; interpolation
, 5490.0 <= x < 5520.0; y_183= 76.0 + 0.0x; interpolation
, 5520.0 <= x < 5550.0; y_184= 3187.0 + -0.5667x; interpolation
, 5550.0 <= x < 5580.0; y_185= -125.0 + 0.0333x; interpolation
, 5580.0 <= x < 5610.0; y_186= -2900.0 + 0.5333x; interpolation
, 5610.0 <= x < 5640.0; y_187= 76.0 + 0.0x; interpolation
, 5640.0 <= x < 5670.0; y_188= 3255.0 + -0.5667x; interpolation
, 5670.0 <= x < 5700.0; y_189= -317.0 + 0.0667x; interpolation
, 5700.0 <= x < 5730.0; y_190= -2774.0 + 0.5x; interpolation
, 5730.0 <= x < 5760.0; y_191= 76.0 + 0.0x; interpolation
, 5760.0 <= x < 5790.0; y_192= 458.0 + -0.0667x; interpolation
, 5790.0 <= x < 5820.0; y_193= 3146.0 + -0.5333x; interpolation
, 5820.0 <= x < 5850.0; y_194= -3030.0 + 0.5333x; interpolation
, 5850.0 <= x < 5880.0; y_195= 2596.0 + -0.4333x; interpolation
, 5880.0 <= x < 5910.0; y_196= -2864.0 + 0.5x; interpolation
, 5910.0 <= x < 5940.0; y_197= 468.0 + -0.0667x; interpolation
, 5940.0 <= x < 5970.0; y_198= 3226.0 + -0.5333x; interpolation
, 5970.0 <= x < 6000.0; y_199= -338.0 + 0.0667x; interpolation
, 6000.0 <= x < 6030.0; y_200= -3124.0 + 0.5333x; interpolation
, 6030.0 <= x < 6060.0; y_201= 3276.0 + -0.5333x; interpolation
, 6060.0 <= x < 6090.0; y_202= -3759.0 + 0.6333x; interpolation
, 6090.0 <= x < 6120.0; y_203= 281.0 + -0.0333x; interpolation
, 6120.0 <= x < 6150.0; y_204= 78.0 + 0.0x; interpolation
, 6150.0 <= x < 6180.0; y_205= 486.0 + -0.0667x; interpolation
, 6180.0 <= x < 6210.0; y_206= 3561.0 + -0.5667x; interpolation
, 6210.0 <= x < 6240.0; y_207= 6033.0 + -0.9667x; interpolation
, 6240.0 <= x < 6270.0; y_208= 1065.0 + -0.1667x; interpolation
, 6270.0 <= x < 6300.0; y_209= 233.0 + -0.0333x; interpolation
, 6300.0 <= x < 6330.0; y_210= 24.0 + 0.0x; interpolation
, 6330.0 <= x < 6360.0; y_211= 234.0 + -0.0333x; interpolation
, 6360.0 <= x < 6390.0; y_212= 234.0 + -0.0333x; interpolation
, 6390.0 <= x < 6420.0; y_213= 22.0 + 0.0x; interpolation
, 6420.0 <= x < 6450.0; y_214= 448.0 + -0.0667x; interpolation
, 6450.0 <= x < 6480.0; y_215= -194.0 + 0.0333x; interpolation
, 6480.0 <= x < 6510.0; y_216= 236.0 + -0.0333x; interpolation
, 6510.0 <= x < 6540.0; y_217= 20.0 + 0.0x; interpolation
, 6540.0 <= x < 6570.0; y_218= 20.0 + 0.0x; interpolation
, 6570.0 <= x < 6600.0; y_219= 20.0 + 0.0x; interpolation
, 6600.0 <= x < 6630.0; y_220= 239.0 + -0.0333x; interpolation
, 6630.0 <= x < 6660.0; y_221= 19.0 + 0.0x; interpolation
, 6660.0 <= x < 6690.0; y_222= 19.0 + 0.0x; interpolation
, 6690.0 <= x < 6720.0; y_223= 19.0 + 0.0x; interpolation
, 6720.0 <= x < 6750.0; y_224= 19.0 + 0.0x; interpolation
, 6750.0 <= x < 6780.0; y_225= 19.0 + 0.0x; interpolation
, 6780.0 <= x < 6810.0; y_226= 19.0 + 0.0x; interpolation
, 6810.0 <= x < 6840.0; y_227= 245.0 + -0.0333x; interpolation
, 6840.0 <= x < 6870.0; y_228= 18.0 + 0.0x; interpolation
, 6870.0 <= x < 6900.0; y_229= 18.0 + 0.0x; interpolation
, 6900.0 <= x < 6930.0; y_230= 18.0 + 0.0x; interpolation
, 6930.0 <= x < 6960.0; y_231= 18.0 + 0.0x; interpolation
, 6960.0 <= x < 6990.0; y_232= 249.0 + -0.0333x; interpolation
, 6990.0 <= x < 7020.0; y_233= -215.0 + 0.0333x; interpolation
, 7020.0 <= x < 7050.0; y_234= 251.0 + -0.0333x; interpolation
, 7050.0 <= x < 7080.0; y_235= -217.0 + 0.0333x; interpolation
, 7080.0 <= x < 7110.0; y_236= 253.0 + -0.0333x; interpolation
, 7110.0 <= x < 7140.0; y_237= 17.0 + 0.0x; interpolation
, 7140.0 <= x < 7170.0; y_238= -220.0 + 0.0333x; interpolation
, 7170.0 <= x < 7200.0; y_239= 18.0 + 0.0x; interpolation
, 7200.0 <= x < 7230.0; y_240= 18.0 + 0.0x; interpolation
, 7230.0 <= x < 7260.0; y_241= 18.0 + 0.0x; interpolation
, 7260.0 <= x < 7290.0; y_242= 18.0 + 0.0x; interpolation
, 7290.0 <= x < 7320.0; y_243= 18.0 + 0.0x; interpolation
, 7320.0 <= x < 7350.0; y_244= 18.0 + 0.0x; interpolation
, 7350.0 <= x < 7380.0; y_245= 18.0 + 0.0x; interpolation
, 7380.0 <= x < 7410.0; y_246= 18.0 + 0.0x; interpolation
, 7410.0 <= x < 7440.0; y_247= 18.0 + 0.0x; interpolation
, 7440.0 <= x < 7470.0; y_248= 18.0 + 0.0x; interpolation
, 7470.0 <= x < 7500.0; y_249= 18.0 + 0.0x; interpolation
, 7500.0 <= x < 7530.0; y_250= 18.0 + 0.0x; interpolation
, 7530.0 <= x < 7560.0; y_251= 18.0 + 0.0x; interpolation
, 7560.0 <= x < 7590.0; y_252= 18.0 + 0.0x; interpolation
, 7590.0 <= x < 7620.0; y_253= 18.0 + 0.0x; interpolation
, 7620.0 <= x < 7650.0; y_254= 18.0 + 0.0x; interpolation
, 7650.0 <= x < 7680.0; y_255= 18.0 + 0.0x; interpolation
, 7680.0 <= x < 7710.0; y_256= 18.0 + 0.0x; interpolation
, 7710.0 <= x < 7740.0; y_257= 18.0 + 0.0x; interpolation
, 7740.0 <= x < 7770.0; y_258= 18.0 + 0.0x; interpolation
, 7770.0 <= x < 7800.0; y_259= 18.0 + 0.0x; interpolation
, 7800.0 <= x < 7830.0; y_260= 18.0 + 0.0x; interpolation
, 7830.0 <= x < 7860.0; y_261= -242.0 + 0.0333x; interpolation
, 7860.0 <= x < 7890.0; y_262= 280.0 + -0.0333x; interpolation
, 7890.0 <= x < 7920.0; y_263= 280.0 + -0.0333x; interpolation
, 7920.0 <= x < 7950.0; y_264= -246.0 + 0.0333x; interpolation
, 7950.0 <= x < 7980.0; y_265= 18.0 + 0.0x; interpolation
, 7980.0 <= x < 8010.0; y_266= 18.0 + 0.0x; interpolation
, 8010.0 <= x < 8040.0; y_267= 284.0 + -0.0333x; interpolation
, 8040.0 <= x < 8070.0; y_268= -250.0 + 0.0333x; interpolation
, 8070.0 <= x < 8100.0; y_269= 286.0 + -0.0333x; interpolation
, 8100.0 <= x < 8130.0; y_270= 17.0 + 0.0x; interpolation
, 8130.0 <= x < 8160.0; y_271= 17.0 + 0.0x; interpolation
, 8160.0 <= x < 8190.0; y_272= 17.0 + 0.0x; interpolation
, 8190.0 <= x < 8220.0; y_273= 17.0 + 0.0x; interpolation
, 8220.0 <= x < 8250.0; y_274= 17.0 + 0.0x; interpolation
, 8250.0 <= x < 8280.0; y_275= 17.0 + 0.0x; interpolation
, 8280.0 <= x < 8310.0; y_276= 17.0 + 0.0x; interpolation
, 8310.0 <= x < 8340.0; y_277= 17.0 + 0.0x; interpolation
, 8340.0 <= x < 8370.0; y_278= 17.0 + 0.0x; interpolation
, 8370.0 <= x < 8400.0; y_279= 17.0 + 0.0x; interpolation
, 8400.0 <= x < 8430.0; y_280= -262.0 + 0.0333x; interpolation
, 8430.0 <= x < 8460.0; y_281= 18.0 + 0.0x; interpolation
, 8460.0 <= x < 8490.0; y_282= 18.0 + 0.0x; interpolation
, 8490.0 <= x < 8520.0; y_283= 300.0 + -0.0333x; interpolation
, 8520.0 <= x < 8550.0; y_284= -266.0 + 0.0333x; interpolation
, 8550.0 <= x < 8580.0; y_285= 18.0 + 0.0x; interpolation
, 8580.0 <= x < 8610.0; y_286= 18.0 + 0.0x; interpolation
, 8610.0 <= x < 8640.0; y_287= 18.0 + 0.0x; interpolation
, 8640.0 <= x < 8670.0; y_288= 18.0 + 0.0x; interpolation
, 8670.0 <= x < 8700.0; y_289= 18.0 + 0.0x; interpolation
, 8700.0 <= x < 8730.0; y_290= 307.0 + -0.0333x; interpolation
, 8730.0 <= x < 8760.0; y_291= -273.0 + 0.0333x; interpolation
, 8760.0 <= x < 8790.0; y_292= 18.0 + 0.0x; interpolation
, 8790.0 <= x < 8820.0; y_293= 18.0 + 0.0x; interpolation
, 8820.0 <= x < 8850.0; y_294= 18.0 + 0.0x; interpolation
, 8850.0 <= x < 8880.0; y_295= 18.0 + 0.0x; interpolation
, 8880.0 <= x < 8910.0; y_296= 18.0 + 0.0x; interpolation
, 8910.0 <= x < 8940.0; y_297= 18.0 + 0.0x; interpolation
, 8940.0 <= x < 8970.0; y_298= 18.0 + 0.0x; interpolation
, 8970.0 <= x < 9000.0; y_299= 18.0 + 0.0x; interpolation
, 9000.0 <= x < 9030.0; y_300= 18.0 + 0.0x; interpolation
, 9030.0 <= x < 9060.0; y_301= 18.0 + 0.0x; interpolation
, 9060.0 <= x < 9090.0; y_302= 18.0 + 0.0x; interpolation
, 9090.0 <= x < 9120.0; y_303= 18.0 + 0.0x; interpolation
, 9120.0 <= x < 9150.0; y_304= 18.0 + 0.0x; interpolation
, 9150.0 <= x < 9180.0; y_305= 18.0 + 0.0x; interpolation
, 9180.0 <= x < 9210.0; y_306= 18.0 + 0.0x; interpolation
, 9210.0 <= x < 9240.0; y_307= 324.0 + -0.0333x; interpolation
, 9240.0 <= x < 9270.0; y_308= -290.0 + 0.0333x; interpolation
, 9270.0 <= x < 9300.0; y_309= 326.0 + -0.0333x; interpolation
, 9300.0 <= x < 9330.0; y_310= 17.0 + 0.0x; interpolation
, 9330.0 <= x < 9360.0; y_311= 17.0 + 0.0x; interpolation
, 9360.0 <= x < 9390.0; y_312= -294.0 + 0.0333x; interpolation
, 9390.0 <= x < 9420.0; y_313= 330.0 + -0.0333x; interpolation
, 9420.0 <= x < 9450.0; y_314= -296.0 + 0.0333x; interpolation
, 9450.0 <= x < 9480.0; y_315= 332.0 + -0.0333x; interpolation
, 9480.0 <= x < 9510.0; y_316= 17.0 + 0.0x; interpolation
, 9510.0 <= x < 9540.0; y_317= 17.0 + 0.0x; interpolation
, 9540.0 <= x < 9570.0; y_318= 17.0 + 0.0x; interpolation
, 9570.0 <= x < 9600.0; y_319= 17.0 + 0.0x; interpolation
, 9600.0 <= x < 9630.0; y_320= 17.0 + 0.0x; interpolation
, 9630.0 <= x < 9660.0; y_321= -303.0 + 0.0333x; interpolation
, 9660.0 <= x < 9690.0; y_322= 18.0 + 0.0x; interpolation
, 9690.0 <= x < 9720.0; y_323= 340.0 + -0.0333x; interpolation
, 9720.0 <= x < 9750.0; y_324= -306.0 + 0.0333x; interpolation
, 9750.0 <= x < 9780.0; y_325= 18.0 + 0.0x; interpolation
, 9780.0 <= x < 9810.0; y_326= 343.0 + -0.0333x; interpolation
, 9810.0 <= x < 9840.0; y_327= 17.0 + 0.0x; interpolation
, 9840.0 <= x < 9870.0; y_328= -310.0 + 0.0333x; interpolation
, 9870.0 <= x < 9900.0; y_329= 18.0 + 0.0x; interpolation
, 9900.0 <= x < 9930.0; y_330= 347.0 + -0.0333x; interpolation
, 9930.0 <= x < 9960.0; y_331= -313.0 + 0.0333x; interpolation
, 9960.0 <= x < 9990.0; y_332= 18.0 + 0.0x; interpolation
, 9990.0 <= x < 10020.0; y_333= 18.0 + 0.0x; interpolation
, 10020.0 <= x < 10050.0; y_334= 18.0 + 0.0x; interpolation
, 10050.0 <= x < 10080.0; y_335= 18.0 + 0.0x; interpolation
, 10080.0 <= x < 10110.0; y_336= 18.0 + 0.0x; interpolation
, 10110.0 <= x < 10140.0; y_337= 18.0 + 0.0x; interpolation
, 10140.0 <= x < 10170.0; y_338= 18.0 + 0.0x; interpolation
, 10170.0 <= x < 10200.0; y_339= 18.0 + 0.0x; interpolation
, 10200.0 <= x < 10230.0; y_340= 18.0 + 0.0x; interpolation
, 10230.0 <= x < 10260.0; y_341= 18.0 + 0.0x; interpolation
, 10260.0 <= x < 10290.0; y_342= 18.0 + 0.0x; interpolation
, 10290.0 <= x < 10320.0; y_343= 18.0 + 0.0x; interpolation
, 10320.0 <= x < 10350.0; y_344= 361.0 + -0.0333x; interpolation
, 10350.0 <= x < 10380.0; y_345= -327.0 + 0.0333x; interpolation
, 10380.0 <= x < 10410.0; y_346= 363.0 + -0.0333x; interpolation
, 10410.0 <= x < 10440.0; y_347= 17.0 + 0.0x; interpolation
, 10440.0 <= x < 10470.0; y_348= -330.0 + 0.0333x; interpolation
, 10470.0 <= x < 10500.0; y_349= 18.0 + 0.0x; interpolation
, 10500.0 <= x < 10530.0; y_350= 18.0 + 0.0x; interpolation
, 10530.0 <= x < 10560.0; y_351= 18.0 + 0.0x; interpolation
, 10560.0 <= x < 10590.0; y_352= 369.0 + -0.0333x; interpolation
, 10590.0 <= x < 10620.0; y_353= -335.0 + 0.0333x; interpolation
, 10620.0 <= x < 10650.0; y_354= 18.0 + 0.0x; interpolation
, 10650.0 <= x < 10680.0; y_355= 18.0 + 0.0x; interpolation
, 10680.0 <= x < 10710.0; y_356= 373.0 + -0.0333x; interpolation
, 10710.0 <= x < 10740.0; y_357= 17.0 + 0.0x; interpolation
, 10740.0 <= x < 10770.0; y_358= 17.0 + 0.0x; interpolation
, 10770.0 <= x < 10800.0; y_359= 17.0 + 0.0x; interpolation
, 10800.0 <= x < 10830.0; y_360= -342.0 + 0.0333x; interpolation
